number,state,createdAt,mergedAt,closedAt,title,bodyText,changedFiles,additions,deletions,comments,participants,reviews,repository,duration_hours
196,CLOSED,2019-10-26T21:50:32Z,,2021-08-26T08:05:58Z,add tutorial in c/c++ section,"This will help beginners on learning c++ programming language.
Description

added Introduction to C++ in C/C++ section.
Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,1,0,{'totalCount': 4},{'totalCount': 5},{'totalCount': 2},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",16066.257222222222
201,MERGED,2019-10-30T15:13:13Z,2020-08-03T08:56:53Z,2020-08-03T08:56:53Z,Add prototyping with Clojure book,"Description
I found this project interesting and thought it needs to be listed in your Clojure section.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",6665.727777777778
203,CLOSED,2019-11-14T15:57:25Z,,2020-11-23T16:01:51Z,Add one link in Rails section and one in Javascript section,"Add one link in Rails section and one in Javascript section
Description

The odin project tutorial includes multiple small projects for learners to work on, both Ruby on Rails and Javascript.
Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,2,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",9000.073888888888
205,MERGED,2019-12-04T18:09:57Z,2020-02-23T02:46:07Z,2020-02-23T02:46:07Z,Add 'Build your own Redis' under Ruby,"Description
Added a 4-part tutorial series to build a toy Redis implementation in Ruby.
Motivation and Context
This tutorial covers the following topics:

TCP servers
the Redis protocol
event loops

How Has This Been Tested?
Previewed markdown locally, tested all links.
Types of changes

 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:

 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,6,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 2},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",1928.6027777777779
206,MERGED,2019-12-26T07:36:39Z,2020-02-19T18:17:00Z,2020-02-19T18:17:00Z,Some Scala projects added,"Scala- projects
Description

I have been added some links to projects in Scala
Motivation and Context


There weren't any projects to learn Scala
How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



[ +] My code follows the code style of this project.
[ +] I have updated the documentation accordingly.
[ +] I have read the CONTRIBUTING document.
[ +] I have made checks to ensure URLs and other resources are valid",1,5,0,{'totalCount': 0},{'totalCount': 1},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",1330.6725
208,MERGED,2020-01-14T04:46:41Z,2020-02-05T23:21:13Z,2020-02-05T23:21:13Z,Added Todoist clone under React category,"Todoist clone with React and Firebase
Description
We're going to be creating the popular Todoist list application (https://todoist.com) from scratch using React (Custom Hooks, Context), Firebase & React Testing Library (unit & integration testing).
Motivation and Context

I think this will help lot of beginners like me. Also I am learning GitHub so want to contribute to community.
Types of changes

 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:

 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid

Thanks :)",1,1,0,{'totalCount': 2},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",546.5755555555555
209,MERGED,2020-02-07T09:59:10Z,2020-02-14T19:04:53Z,2020-02-14T19:04:53Z,Added React Native Application with Redux Thunk,"Description

Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,2,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",177.09527777777777
234,MERGED,2020-05-06T14:10:13Z,2020-08-03T08:58:25Z,2020-08-03T08:58:25Z,added link for face detector using opencv,"Description

Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
[ x] New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
[ x] I have updated the documentation accordingly.
[ x] I have read the CONTRIBUTING document.
[ x] I have made checks to ensure URLs and other resources are valid",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",2130.8033333333333
235,MERGED,2020-05-08T18:21:32Z,2020-06-19T06:25:38Z,2020-06-19T06:25:38Z,Updated Broken Link,"Description

Link was provided by this guy
Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,1,1,{'totalCount': 1},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",996.0683333333334
237,MERGED,2020-05-14T06:53:43Z,2021-08-25T23:01:10Z,2021-08-25T23:01:10Z,add some resource golang tutorial,"Description

Add some tutorial about golang
Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,8,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",11248.124166666666
239,MERGED,2020-06-14T05:39:34Z,2020-07-22T06:56:34Z,2020-07-22T06:56:34Z,Added byterun,"Description

Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,1,0,{'totalCount': 1},{'totalCount': 2},{'totalCount': 3},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",913.2833333333333
240,CLOSED,2020-06-25T20:58:17Z,,2021-08-27T08:41:13Z,Added Resources for Web Dev & ML,"Created a new category for HTML/CSS/JS tutorials
Description

Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,21,0,{'totalCount': 3},{'totalCount': 3},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",10259.715555555556
245,MERGED,2020-08-03T23:29:31Z,2020-08-22T22:14:22Z,2020-08-22T22:14:22Z,Replaced 'How to Write an Emulator (CHIP-8 Interpreter)' ,"Description

Replaced 'How to Write an Emulator (CHIP-8 Interpreter)' with an alternate tutorial, 'Building a CHIP-8 Emulator'
Motivation and Context

The previous tutorial link was no longer working and was insecure.

Fixes this issue: #244
How Has This Been Tested?



The only test was to make sure that the new link works and the changes don't affect any other part of the repository.
Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,1,1,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",454.7475
248,CLOSED,2020-08-30T14:58:12Z,,2021-08-25T22:17:10Z,Added tutorial for Eyes following cursor (CSS),"Description


Added tutorial for a simple CSS exercise

Motivation and Context



Great exercise for first timers

How Has This Been Tested?




Validated by many coders online

Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,1,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",8647.316111111111
258,MERGED,2020-10-01T16:33:45Z,2021-08-25T21:23:09Z,2021-08-25T21:23:09Z,Removing broken link,"Hey @tuvtran
just removing a broken link here.
Cheers!",1,0,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",7876.823333333334
270,CLOSED,2020-11-25T14:46:00Z,,2021-08-25T21:18:43Z,added link jpeg decoder using python,"Description

Motivation and Context


How Has This Been Tested?



Types of changes


 Content Update (change which fixes an issue or updates an already existing submission)
 New Article (change which adds functionality)
 Documentation change

Checklist:



 My code follows the code style of this project.
 I have updated the documentation accordingly.
 I have read the CONTRIBUTING document.
 I have made checks to ensure URLs and other resources are valid",1,1,0,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",6558.545277777778
290,MERGED,2021-03-21T10:31:42Z,2021-07-07T21:48:29Z,2021-07-07T21:48:29Z,Switch domain jeiwan.cc to jeiwan.net,"Description
The domain jeiwan.cc is not resolving. The correct one is jeiwan.net.
Fixes #273",1,7,7,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",2603.279722222222
302,MERGED,2021-06-16T14:17:46Z,2021-07-07T21:47:27Z,2021-07-07T21:47:27Z,Add a tutorial about writing a Tetris game,Add a tutorial about writing a Tetris game in ClojureScript.,1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'practical-tutorials', 'name': 'project-based-learning'}",511.4947222222222
1,MERGED,2014-06-30T02:22:27Z,2014-06-30T04:12:56Z,2014-06-30T04:12:56Z,Added wand lib to Imagery list,,1,2,1,{'totalCount': 1},{'totalCount': 3},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",1.841388888888889
346,MERGED,2015-04-10T21:16:56Z,2015-04-11T10:52:54Z,2015-04-11T10:52:54Z,Added VisPy,"This is a pure Python library for high-performance scientific visualization. Based on OpenGL, it is GPU-accelerated.",1,1,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",13.599444444444444
542,CLOSED,2016-01-07T18:34:14Z,,2019-11-06T17:36:53Z,Add petl,I use petl every day for ETL.  I have no affiliation with the project other than being a very happy user.,1,1,0,{'totalCount': 3},{'totalCount': 3},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",33575.04416666667
674,CLOSED,2016-07-01T15:45:29Z,,2019-11-06T16:37:01Z,Add pbr,"Why this framework/library/software/resource is awesome?
An OpenStack project that injects some useful and sensible default behaviors into your setuptools run.
The name (Python Build Reasonableness) describes it well. It makes your setuptools config declarative, manages versioning via git tags, generates AUTHORS and CHANGELOG files from git log, picks up requirements.txt as dependencies, etc.
Very useful as a one-stop solution to packaging-related things; an alternative to combining multiple other projects (such as setuptools_scm + sh scripts interfacing with git + ...).
Vote for this pull request
Who agrees that this change should be merged could add your reactions (e.g. 👍) to this pull request.",1,1,0,{'totalCount': 4},{'totalCount': 5},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",29352.858888888888
725,MERGED,2016-09-16T11:33:44Z,2016-11-18T06:36:50Z,2016-11-18T06:36:50Z,added PyPattyrn to design patterns section.,"What is this Python project?
PyPattyrn is a python package aiming to make it easier and faster to implement design patterns into your own projects. Containing over 15 of the most common design patterns, you no longer have to write the same boilerplate code between all your projects when you wish to use a design pattern. This package captures that boilerplate code and makes it easy to use.
Example:
from pypattyrn.creational.singleton import Singleton

class DummyClass(object, metaclass=Singleton):
    ... 
DummyClass is now a Singleton.
What's the difference between this Python project and similar ones?
Every other design pattern repo I've found simply provides examples for how to implement design patterns in python. PyPattyrn is something you would actually import into your project to speed up development process because the boilerplate code necessary for the design pattern is already written and provided for you by the package. I have not found another package that does the same thing.

Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 0},{'totalCount': 3},{'totalCount': 3},"{'owner': 'vinta', 'name': 'awesome-python'}",1507.0516666666667
753,MERGED,2016-10-21T09:04:20Z,2016-11-08T09:30:58Z,2016-11-08T09:30:58Z,Update README.md,"What is this Python project?
Describe features.
What's the difference between this Python project and similar ones?
Enumerate comparisons.

Anyone who agrees with this pull request could vote for it by adding a 👍 to it, and usually, the maintainer will merge it when votes reach 20.",1,1,0,{'totalCount': 0},{'totalCount': 2},{'totalCount': 1},"{'owner': 'vinta', 'name': 'awesome-python'}",432.44388888888886
